Plot,Subplot,Species,DBH,Status,Postfire,Class,Height,CBH,Notes
BIS-07,7,UNKC,19.8,X,NA,NA,NA,NA,NA
BIS-07,7,PSME,53.7,X,NA,NA,NA,NA,NA
BIS-07,7,PSME,42.4,X,NA,NA,NA,NA,NA
BIS-07,8,UNKC,30.7,X,NA,NA,NA,NA,NA
BIS-07,8,UNKC,20.4,X,NA,NA,NA,NA,NA
BIS-07,8,UNKC,25.4,X,NA,NA,NA,NA,NA
BIS-07,8,PSME,40,X,NA,NA,NA,NA,NA
BIS-07,4,PSME,29,X,NA,NA,NA,NA,NA
BIS-07,4,PSME,44.2,X,NA,NA,NA,NA,NA
BIS-07,4,UNKC,12,X,NA,NA,NA,NA,NA
BIS-07,4,UNKC,16.9,X,NA,NA,NA,NA,NA
BIS-07,6,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-07,2,PSME,30.3,X,NA,NA,NA,NA,NA
BIS-07,2,PSME,31.2,X,NA,NA,NA,NA,NA
BIS-07,2,UNKC,13.4,X,NA,NA,NA,NA,NA
BIS-07,3,UNKC,21.1,X,NA,NA,NA,NA,NA
BIS-07,3,UNKC,38.5,X,NA,NA,NA,NA,NA
BIS-07,9,UNKC,20.4,X,NA,NA,NA,NA,NA
BIS-07,9,PSME,38.7,X,NA,NA,NA,NA,NA
BIS-07,5,PSME,29.4,X,NA,NA,NA,NA,NA
BIS-07,5,PSME,18.2,X,NA,NA,NA,NA,NA
BIS-07,1,UNKC,24,X,NA,NA,NA,NA,NA
BIS-07,1,UNKC,10.2,X,NA,NA,NA,NA,Too small
BIS-07,1,PSME,31,X,NA,NA,NA,NA,NA
BIS-10,2,ARME,22.3,X,NA,NA,NA,NA,NA
BIS-10,3,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-10,4,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-10,6,PSME,19,X,NA,NA,NA,NA,NA
BIS-10,6,PSME,79.9,X,NA,NA,NA,NA,NA
BIS-10,6,PIPO,20.4,X,NA,NA,NA,NA,NA
BIS-10,6,PIPO,56.1,X,NA,NA,NA,NA,NA
BIS-10,7,PSME,31,X,NA,NA,NA,NA,NA
BIS-10,7,PSME,28.6,X,NA,NA,NA,NA,NA
BIS-10,7,PIPO,62,X,NA,NA,NA,NA,NA
BIS-10,8,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-10,1,PSME,22.9,X,NA,NA,NA,NA,NA
BIS-10,1,PSME,76.2,X,NA,NA,NA,NA,NA
BIS-10,5,PSME,20.6,X,NA,NA,NA,NA,NA
BIS-10,5,ARME,16,X,NA,NA,NA,NA,NA
BIS-10,9,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-11,7,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-11,6,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-11,2,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-11,8,PSME,35.3,X,NA,NA,NA,NA,NA
BIS-11,4,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-11,3,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-11,1,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-11,5,PSME,70,X,NA,NA,NA,NA,NA
BIS-11,9,PSME,85,X,NA,NA,NA,NA,NA
BIS-11,9,ARME,16.5,X,NA,NA,NA,NA,NA
BIS-11,9,ARME,16,X,NA,NA,NA,NA,NA
BIS-12,7,PSME,26,X,NA,NA,NA,NA,NA
BIS-12,7,PSME,89.3,X,NA,NA,NA,NA,NA
BIS-12,6,ARME,19.6,L,n,NA,NA,NA,NA
BIS-12,6,ARME,40.3,L,n,NA,NA,NA,NA
BIS-12,2,ARME,22.7,X,NA,NA,NA,NA,NA
BIS-12,2,ARME,29.6,X,NA,NA,NA,NA,NA
BIS-12,2,ARME,26.9,X,NA,NA,NA,NA,NA
BIS-12,2,ARME,24,X,NA,NA,NA,NA,NA
BIS-12,2,ARME,35,X,NA,NA,NA,NA,NA
BIS-12,2,ARME,26.4,X,NA,NA,NA,NA,NA
BIS-12,2,ARME,24,X,NA,NA,NA,NA,NA
BIS-12,2,ARME,29.5,X,NA,NA,NA,NA,NA
BIS-12,8,ARME,28.3,X,NA,NA,NA,NA,NA
BIS-12,4,NONE,NA,NA,NA,NA,NA,NA,NA
BIS-12,3,ARME,17.1,X,NA,NA,NA,NA,NA
BIS-12,1,ARME,16.4,X,NA,NA,NA,NA,NA
BIS-12,5,ARME,20.6,X,NA,NA,NA,NA,NA
BIS-12,5,ARME,29.5,X,NA,NA,NA,NA,NA
BIS-12,5,ARME,37,X,NA,NA,NA,NA,NA
BIS-12,9,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-01,3,UNKC,56.4,X,NA,NA,NA,NA,Unknown conifers in this plot are either PSME or ABCO
HCS-01,2,UNKC,65.8,X,NA,NA,NA,NA,NA
HCS-01,2,UNKC,44.4,X,NA,NA,NA,NA,NA
HCS-01,2,UNKC,43.2,X,NA,NA,NA,NA,NA
HCS-01,2,UNKC,30.9,X,NA,NA,NA,NA,NA
HCS-01,2,UNKC,50,X,NA,NA,NA,NA,NA
HCS-01,6,UNKC,67.6,X,NA,NA,NA,NA,NA
HCS-01,4,UNKC,52.2,X,NA,NA,NA,NA,NA
HCS-01,8,UNKC,54.9,X,NA,NA,NA,NA,NA
HCS-01,8,UNKC,65.7,X,NA,NA,NA,NA,NA
HCS-01,7,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-01,5,UNKC,67.9,X,NA,NA,NA,NA,NA
HCS-01,5,UNKC,31.6,X,NA,NA,NA,NA,NA
HCS-01,1,UNKC,63.4,X,NA,NA,NA,NA,NA
HCS-01,9,UNKC,29.8,X,NA,NA,NA,NA,NA
HCS-02,2,PSME,44.1,X,NA,NA,NA,NA,NA
HCS-02,3,PSME,45.8,X,NA,NA,NA,NA,NA
HCS-02,3,PSME,45,X,NA,NA,NA,NA,NA
HCS-02,3,PSME,29.1,X,NA,NA,NA,NA,NA
HCS-02,3,PSME,23.6,X,NA,NA,NA,NA,NA
HCS-02,5,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-02,6,ARME,25.8,X,NA,NA,NA,NA,NA
HCS-02,6,ARME,27.9,X,NA,NA,NA,NA,NA
HCS-02,6,ARME,12.2,L,y,NA,NA,NA,NA
HCS-02,6,PSME,40.2,X,NA,NA,NA,NA,NA
HCS-02,6,PSME,32.4,X,NA,NA,NA,NA,NA
HCS-02,7,PSME,57.6,X,NA,NA,NA,NA,NA
HCS-02,8,PSME,15.7,X,NA,NA,NA,NA,NA
HCS-02,8,PSME,68.8,X,NA,NA,NA,NA,NA
HCS-02,1,PSME,24.1,X,NA,NA,NA,NA,NA
HCS-02,4,PSME,58.1,X,NA,NA,NA,NA,NA
HCS-02,4,PSME,33.2,X,NA,NA,NA,NA,NA
HCS-02,9,PSME,35.9,X,NA,NA,NA,NA,NA
HCS-04,2,PSME,141,X,NA,NA,NA,NA,NA
HCS-04,3,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-04,6,PSME,111.6,X,NA,NA,NA,NA,NA
HCS-04,4,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-04,7,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-04,8,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-04,1,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-04,5,PSME,121,X,NA,NA,NA,NA,NA
HCS-04,9,PSME,110.1,X,NA,NA,NA,NA,NA
HCS-06,2,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-06,3,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-06,4,PSME,44,X,NA,NA,NA,NA,NA
HCS-06,4,ARME,21.8,X,NA,NA,NA,NA,NA
HCS-06,6,PSME,41.4,X,NA,NA,NA,NA,NA
HCS-06,7,PSME,79.5,X,NA,NA,NA,NA,NA
HCS-06,7,PSME,27,X,NA,NA,NA,NA,NA
HCS-06,7,LIDE3,12.4,L,y,NA,NA,NA,NA
HCS-06,8,LIDE3,34.5,X,NA,NA,NA,NA,NA
HCS-06,8,LIDE3,12.4,X,NA,NA,NA,NA,NA
HCS-06,1,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-06,5,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-06,9,NONE,NA,NA,NA,NA,NA,NA,NA
QTZ-01,3,PSME,27,X,NA,NA,NA,NA,NA
QTZ-01,2,NONE,NA,NA,NA,NA,NA,NA,NA
QTZ-01,6,UNKC,39,X,NA,NA,NA,NA,Unknown conifers are either PSME or ABCO in this plot
QTZ-01,6,UNKC,34.4,X,NA,NA,NA,NA,NA
QTZ-01,4,UNKC,17.8,X,NA,NA,NA,NA,NA
QTZ-01,4,UNKC,25,X,NA,NA,NA,NA,NA
QTZ-01,4,UNKC,27,X,NA,NA,NA,NA,NA
QTZ-01,8,UNKC,16.7,X,NA,NA,NA,NA,NA
QTZ-01,7,UNKC,23.2,X,NA,NA,NA,NA,NA
QTZ-01,1,UNKC,17.4,X,NA,NA,NA,NA,NA
QTZ-01,1,UNKC,16.7,X,NA,NA,NA,NA,NA
QTZ-01,1,PIPO,65.2,X,NA,NA,NA,NA,NA
QTZ-01,5,UNKC,41.3,X,NA,NA,NA,NA,NA
QTZ-01,9,UNKC,25.5,X,NA,NA,NA,NA,NA
QTZ-01,9,UNKC,55.6,X,NA,NA,NA,NA,NA
QTZ-02,3,NONE,NA,NA,NA,NA,NA,NA,NA
QTZ-02,4,NONE,NA,NA,NA,NA,NA,NA,NA
QTZ-02,8,NONE,NA,NA,NA,NA,NA,NA,NA
QTZ-02,2,UNKC,44.5,X,NA,NA,NA,NA,Unknown conifers are either PSME or ABCO in this plot
QTZ-02,6,UNKC,21.9,X,NA,NA,NA,NA,NA
QTZ-02,6,UNKC,16.6,X,NA,NA,NA,NA,NA
QTZ-02,7,UNKC,34.5,X,NA,NA,NA,NA,NA
QTZ-02,9,UNKC,24.3,X,NA,NA,NA,NA,NA
QTZ-02,9,UNKC,47,X,NA,NA,NA,NA,NA
QTZ-02,5,NONE,NA,NA,NA,NA,NA,NA,NA
QTZ-02,1,UNKC,33.7,X,NA,NA,NA,NA,NA
REP-01,7,UNKC,34.5,X,NA,NA,NA,NA,NA
REP-01,7,PSME,14.9,L,y,NA,NA,NA,NA
REP-01,7,PIAT,12.5,L,y,NA,NA,NA,NA
REP-01,7,PIAT,13.8,L,y,NA,NA,NA,NA
REP-01,6,NONE,NA,NA,NA,NA,NA,NA,NA
REP-01,2,NONE,NA,NA,NA,NA,NA,NA,NA
REP-01,8,PSME,76.2,X,NA,NA,NA,NA,NA
REP-01,8,PIAT,14.1,L,y,D,NA,NA,NA
REP-01,4,UNK,26.2,X,NA,NA,NA,NA,Data sheet did not specify conifer or broadleaf
REP-01,4,PSME,12.2,L,y,NA,NA,NA,NA
REP-01,4,PIAT,13.8,L,y,NA,NA,NA,NA
REP-01,3,NONE,NA,NA,NA,NA,NA,NA,NA
REP-01,1,PSME,75.9,X,NA,NA,NA,NA,NA
REP-01,5,NONE,NA,NA,NA,NA,NA,NA,NA
REP-01,9,PIAT,12.5,L,y,D,7.25,2.75,NA
REP-02,2,NONE,NA,NA,NA,NA,NA,NA,NA
REP-02,3,PSME,36.1,X,NA,NA,NA,NA,NA
REP-02,6,PSME,51.3,X,NA,NA,NA,NA,NA
REP-02,6,PSME,38.6,X,NA,NA,NA,NA,NA
REP-02,4,PSME,43.2,X,NA,NA,NA,NA,NA
REP-02,4,ARME,14.2,L,y,NA,NA,NA,NA
REP-02,8,PSME,15.4,X,NA,NA,NA,NA,NA
REP-02,8,PSME,41.3,X,NA,NA,NA,NA,NA
REP-02,7,PSME,26.2,X,NA,NA,NA,NA,NA
REP-02,1,PSME,33.9,X,NA,NA,NA,NA,NA
REP-02,1,PSME,27,X,NA,NA,NA,NA,NA
REP-02,1,PSME,51.1,X,NA,NA,NA,NA,NA
REP-02,5,PSME,40.8,X,NA,NA,NA,NA,NA
REP-02,5,PSME,31.5,X,NA,NA,NA,NA,NA
REP-02,9,PSME,28.1,X,NA,NA,NA,NA,NA
REP-02,9,PSME,17.3,X,NA,NA,NA,NA,NA
REP-02,9,PSME,21.2,X,NA,NA,NA,NA,NA
BBM-01,8,ARME,12.1,L,y,NA,NA,NA,NA
BBM-01,4,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-01,7,PSME,50,X,NA,NA,NA,NA,NA
BBM-01,3,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-01,6,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-01,2,PSME,109,X,NA,NA,NA,NA,NA
BBM-01,2,QUCH2,42,L,n,D,NA,NA,Height and CBH were not recorded
BBM-01,9,QUCH2,13.2,L,y,D,4.8,0.3,NA
BBM-01,9,PSME,21.5,X,NA,NA,NA,NA,NA
BBM-01,5,QUCH2,65.4,L,n,D,19.7,4.6,NA
BBM-01,5,PSME,80,X,NA,NA,NA,NA,NA
BBM-01,1,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-02,2,QUKE,26.5,X,NA,NA,NA,NA,NA
BBM-02,3,PIPO,70.5,X,NA,NA,NA,NA,NA
BBM-02,4,QUCH2,29,L,n,NA,NA,NA,NA
BBM-02,6,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-02,7,QUCH2,76,X,NA,NA,NA,NA,NA
BBM-02,8,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-02,1,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-02,5,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-02,9,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-03,3,PSME,72.9,X,NA,NA,NA,NA,NA
BBM-03,4,PSME,73.4,X,NA,NA,NA,NA,NA
BBM-03,6,UNKC,26,X,NA,NA,NA,NA,NA
BBM-03,6,UNKC,16,X,NA,NA,NA,NA,NA
BBM-03,2,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-03,7,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-03,8,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-03,1,PSME,31.1,X,NA,NA,NA,NA,NA
BBM-03,1,PSME,37,X,NA,NA,NA,NA,NA
BBM-03,5,NONE,NA,NA,NA,NA,NA,NA,NA
BBM-03,9,NONE,NA,NA,NA,NA,NA,NA,NA
BBO-01,6,PSME,9,X,NA,NA,NA,NA,Too small
BBO-01,7,NONE,NA,NA,NA,NA,NA,NA,NA
BBO-01,8,NONE,NA,NA,NA,NA,NA,NA,NA
BBO-01,3,PSME,9.4,X,NA,NA,NA,NA,Too small
BBO-01,2,NONE,NA,NA,NA,NA,NA,NA,NA
BBO-01,4,NONE,NA,NA,NA,NA,NA,NA,NA
BBO-01,1,PSME,72,X,NA,NA,NA,NA,NA
BBO-01,5,NONE,NA,NA,NA,NA,NA,NA,NA
BBO-01,9,LIDE3,19.8,X,NA,NA,NA,NA,NA
SPE-01,4,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-01,3,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-01,2,PSME,120,X,NA,NA,NA,NA,NA
SPE-01,8,ACMA3,23.5,X,NA,NA,NA,NA,NA
SPE-01,7,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-01,6,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-01,1,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-01,5,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-01,9,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-02,3,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-02,4,PSME,90,X,NA,NA,NA,NA,NA
SPE-02,8,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-02,2,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-02,6,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-02,7,PSME,138,X,NA,NA,NA,NA,NA
SPE-02,9,PSME,81,X,NA,NA,NA,NA,NA
SPE-02,5,PSME,90,X,NA,NA,NA,NA,NA
SPE-02,1,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-03,3,PSME,68,X,NA,NA,NA,NA,NA
SPE-03,2,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-03,4,PSME,81,X,NA,NA,NA,NA,NA
SPE-03,4,PSME,53,X,NA,NA,NA,NA,NA
SPE-03,6,PSME,63,X,NA,NA,NA,NA,NA
SPE-03,7,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-03,8,PIAT,21,L,y,D,NA,NA,NA
SPE-03,1,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-03,5,PSME,65,X,NA,NA,NA,NA,NA
SPE-03,5,PSME,64,X,NA,NA,NA,NA,NA
SPE-03,5,PSME,27,X,NA,NA,NA,NA,NA
SPE-03,5,PSME,26,X,NA,NA,NA,NA,NA
SPE-03,9,ARME,13,L,y,C,5.5,1.5,NA
SPE-03,9,ARME,16,L,y,C,5.5,2.5,NA
SPE-03,9,QUCH2,12,L,y,D,5,1,NA
SPE-04,8,PSME,81.1,X,NA,NA,NA,NA,NA
SPE-04,7,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,6,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,4,PSME,66,X,NA,NA,NA,NA,NA
SPE-04,3,PSME,43,X,NA,NA,NA,NA,NA
SPE-04,2,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,1,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,5,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,9,NONE,NA,NA,NA,NA,NA,NA,NA
Bear-01,2,PSME,34.8,X,NA,NA,NA,NA,NA
Bear-01,2,PSME,20.8,X,NA,NA,NA,NA,NA
Bear-01,3,PSME,15.8,X,NA,NA,NA,NA,NA
Bear-01,3,PIAT,12.7,L,y,NA,NA,NA,NA
Bear-01,4,PSME,49.2,X,NA,NA,NA,NA,NA
Bear-01,4,PSME,16.8,X,NA,NA,NA,NA,NA
Bear-01,4,PSME,21.4,X,NA,NA,NA,NA,NA
Bear-01,4,PSME,34,X,NA,NA,NA,NA,NA
Bear-01,6,PSME,19.7,X,NA,NA,NA,NA,NA
Bear-01,6,PSME,30.2,X,NA,NA,NA,NA,NA
Bear-01,7,PSME,32.8,X,NA,NA,NA,NA,NA
Bear-01,8,PSME,17.7,X,NA,NA,NA,NA,NA
Bear-01,1,PSME,22.4,X,NA,NA,NA,NA,NA
Bear-01,5,PSME,32,X,NA,NA,NA,NA,NA
Bear-01,5,PSME,26.2,X,NA,NA,NA,NA,NA
Bear-01,5,PIAT,13,L,y,D,6.7,0.6,NA
Bear-01,9,PSME,39.9,L,n,D,26.6,18.4,NA
JCK-01,2,NONE,NA,NA,NA,NA,NA,NA,"Note, there are several large PSME snags just outside the plot"
JCK-01,3,PIAT,13.4,L,y,NA,NA,NA,NA
JCK-01,4,PIAT,12.8,L,y,NA,NA,NA,NA
JCK-01,4,PIAT,17.2,L,y,NA,NA,NA,NA
JCK-01,6,NONE,NA,NA,NA,NA,NA,NA,NA
JCK-01,7,ARME,13.7,L,y,NA,NA,NA,NA
JCK-01,7,PIAT,13.8,L,y,NA,NA,NA,NA
JCK-01,7,PIAT,21,L,y,NA,NA,NA,NA
JCK-01,8,PSME,27,X,NA,NA,NA,NA,NA
JCK-01,8,QUKE,23,X,NA,NA,NA,NA,NA
JCK-01,8,QUKE,22.5,X,NA,NA,NA,NA,NA
JCK-01,8,QUKE,27,X,NA,NA,NA,NA,NA
JCK-01,8,QUKE,13.3,L,y,NA,NA,NA,NA
JCK-01,8,PIAT,19,L,y,NA,NA,NA,NA
JCK-01,8,PIAT,12.5,L,y,NA,NA,NA,NA
JCK-01,1,PIAT,15.5,L,y,C,7.5,1.5,NA
JCK-01,1,PIAT,12.3,L,y,C,6.25,1.75,NA
JCK-01,1,PIAT,13.3,L,y,C,6.5,1.75,NA
JCK-01,1,PIAT,13.4,L,y,C,6.75,2.75,NA
JCK-01,1,PIAT,12.6,L,y,C,6.5,2,NA
JCK-01,5,PIAT,14.2,L,y,D,7,2.75,NA
JCK-01,5,PIAT,14.5,L,y,D,6.5,3,NA
JCK-01,5,PIAT,12.1,L,y,C,6,3,NA
JCK-01,5,PIAT,14.3,L,y,C,6.5,2.25,NA
JCK-01,5,PIAT,14.6,L,y,C,6.5,2.25,NA
JCK-01,5,PIAT,12.8,L,y,C,6.25,2,NA
JCK-01,5,PIAT,14.2,L,y,C,6.5,2.5,NA
JCK-01,9,QUKE,13,L,n,D,11,3.5,NA
JCK-01,9,QUKE,14.2,L,n,D,10.5,4.5,NA
JCK-01,9,QUKE,12.1,L,n,C,10,2.25,NA
HTL-01,6,PSME,12.9,L,y,NA,NA,NA,NA
HTL-01,6,PSME,55,X,NA,NA,NA,NA,NA
HTL-01,7,QUCH2,24,L,n,NA,NA,NA,NA
HTL-01,7,QUCH2,22.6,L,n,NA,NA,NA,NA
HTL-01,8,QUKE,25,L,n,NA,NA,NA,NA
HTL-01,8,ARME,45.3,L,n,NA,NA,NA,NA
HTL-01,8,ARME,12.9,L,y,NA,NA,NA,NA
HTL-01,8,ARME,27,L,n,NA,NA,NA,NA
HTL-01,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-01,3,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-01,4,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-01,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-01,5,UNKC,70,X,NA,NA,NA,NA,NA
HTL-01,9,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,3,QUCH2,14,X,NA,NA,NA,NA,NA
HTL-02,4,PSME,17.4,X,NA,NA,NA,NA,NA
HTL-02,6,QUCH2,13.9,L,y,NA,NA,NA,NA
HTL-02,7,QUCH2,20.6,L,n,NA,NA,NA,NA
HTL-02,7,QUCH2,20.8,L,n,NA,NA,NA,NA
HTL-02,8,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,5,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,9,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,8,PSME,21.7,X,NA,NA,NA,NA,NA
HTL-03,8,PSME,16.4,X,NA,NA,NA,NA,NA
HTL-03,7,PSME,18.3,X,NA,NA,NA,NA,NA
HTL-03,7,PSME,14.6,X,NA,NA,NA,NA,NA
HTL-03,6,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,2,QUCH2,13.3,L,y,NA,NA,NA,NA
HTL-03,2,PSME,105.2,X,NA,NA,NA,NA,NA
HTL-03,4,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,3,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,5,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,9,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,7,UNKC,34.2,X,NA,NA,NA,NA,NA
HTL-04,3,ACMA3,16.1,X,NA,NA,NA,NA,NA
HTL-04,3,PSME,12.7,X,NA,NA,NA,NA,NA
HTL-04,8,UNKC,68.9,X,NA,NA,NA,NA,NA
HTL-04,8,PSME,51.1,X,NA,NA,NA,NA,NA
HTL-04,4,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,6,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,5,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,9,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-10,3,UNKC,61,X,NA,NA,NA,NA,NA
HTL-10,4,QUCH2,18,L,y,NA,NA,NA,NA
HTL-10,4,QUCH2,12,L,y,NA,NA,NA,NA
HTL-10,8,QUCH2,13.6,L,y,NA,NA,NA,NA
HTL-10,2,PIPO,24.7,L,n,NA,NA,NA,NA
HTL-10,6,QUCH2,13.8,L,y,NA,NA,NA,NA
HTL-10,7,QUCH2,12.1,L,y,NA,NA,NA,NA
HTL-10,7,QUCH2,12.3,L,y,NA,NA,NA,NA
HTL-10,9,QUCH2,12.6,L,y,C,7,1.25,NA
HTL-10,9,PSME,36.5,X,NA,NA,NA,NA,NA
HTL-10,5,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-10,1,QUCH2,18,L,y,C,7,1.25,NA
HTL-10,1,QUCH2,12.4,L,y,C,6.1,1.5,NA
HTL-10,1,QUCH2,23.8,L,y,C,6.9,1.5,NA
HTL-10,1,QUCH2,15.4,L,y,C,6.2,0.75,NA
HTL-10,1,PSME,56,X,NA,NA,NA,NA,NA
HTL-12,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,3,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,4,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,7,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,8,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,6,ARME,14.9,L,y,D,NA,NA,NA
HTL-12,1,PSME,117.3,X,NA,NA,NA,NA,NA
HTL-12,5,PSME,95.8,X,NA,NA,NA,NA,NA
HTL-12,9,NONE,NA,NA,NA,NA,NA,NA,NA
KT-01,7,ARME,16.5,L,y,NA,NA,NA,NA
KT-01,6,NONE,NA,NA,NA,NA,NA,NA,NA
KT-01,2,PIAT,16.8,L,y,NA,NA,NA,NA
KT-01,8,PIPO,12.8,L,y,NA,NA,NA,NA
KT-01,4,LIDE3,15.5,L,y,NA,NA,NA,NA
KT-01,4,LIDE3,12.1,L,y,NA,NA,NA,NA
KT-01,4,ARME,28.6,L,n,NA,NA,NA,NA
KT-01,4,ARME,17.4,L,y,NA,NA,NA,NA
KT-01,3,PIAT,16,L,y,NA,NA,NA,NA
KT-01,1,NONE,NA,NA,NA,NA,NA,NA,NA
KT-01,5,PIAT,13.3,L,y,C,6.7,1.8,NA
KT-01,9,UNKC,140,X,NA,NA,NA,NA,NA
KT-02,6,PSME,114.5,X,NA,NA,NA,NA,NA
KT-02,6,LIDE3,17.3,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,15.7,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,13.3,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,17.5,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,17,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,15.6,L,y,NA,NA,NA,NA
KT-02,7,LIDE3,14,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,16.6,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,18,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,12.5,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,16.8,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,16.7,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,15,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,15.1,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,18.8,L,y,NA,NA,NA,NA
KT-02,2,LIDE3,12.3,L,y,NA,NA,NA,NA
KT-02,2,LIDE3,16.3,L,y,NA,NA,NA,NA
KT-02,2,LIDE3,13.4,L,y,NA,NA,NA,NA
KT-02,2,LIDE3,15.8,L,y,NA,NA,NA,NA
KT-02,2,PSME,67.5,X,NA,NA,NA,NA,NA
KT-02,2,PSME,99.5,X,NA,NA,NA,NA,NA
KT-02,2,PSME,52.6,X,NA,NA,NA,NA,NA
KT-02,3,LIDE3,15.5,L,y,NA,NA,NA,NA
KT-02,3,LIDE3,16.3,L,y,NA,NA,NA,NA
