Plot,Subplot,Species,DBH,Class,Height,CBH,Notes
BBM-03,2,LIDE3,2.2,I,2.5,0.75,NA
BBM-03,4,PSME,1.7,S,2,0.75,NA
BBM-03,4,LIDE3,3.9,I,2.5,1,NA
BBM-03,4,LIDE3,2.5,S,2.5,1.25,NA
BBM-03,4,LIDE3,2.1,I,2.5,1,NA
BBM-03,4,LIDE3,2.8,C,2.25,0.5,NA
BBM-03,4,LIDE3,1.9,C,2,0.75,NA
BBM-03,4,LIDE3,2.5,I,2,0.5,NA
BBM-03,4,LIDE3,3.2,S,2.25,1,NA
BBM-03,4,LIDE3,3.2,I,2.75,1.75,NA
BBM-03,4,LIDE3,2.3,C,2.25,1,NA
BBM-03,4,LIDE3,3.3,S,3,1,NA
BBM-03,4,LIDE3,2.7,S,2.5,1,NA
BBM-03,4,LIDE3,3.3,C,2.75,1,NA
BBM-03,4,LIDE3,2.8,I,2.75,1,NA
BBM-03,4,LIDE3,2.2,C,2.25,0.75,NA
BBM-03,7,LIDE3,1.9,D,2,0.5,NA
BBM-03,7,LIDE3,2.5,I,2.75,1.25,NA
BBM-03,7,LIDE3,4,D,3.25,1,NA
BBM-03,7,LIDE3,2.4,I,2.75,0.75,NA
BBM-03,7,LIDE3,3.8,D,3.5,1,NA
BBM-03,7,LIDE3,4.3,D,2.75,0.5,NA
BBM-03,7,LIDE3,2.6,C,2.25,0.75,NA
BBM-03,7,LIDE3,2.6,I,2.25,1,NA
BBM-03,7,LIDE3,2.2,C,2.5,1,NA
BBM-03,7,LIDE3,3,D,2,1,NA
BBM-03,7,LIDE3,2.5,I,2,1,NA
BBM-03,7,LIDE3,2.5,I,2.5,1,NA
BBM-03,7,LIDE3,2.2,C,3.25,1,NA
BBM-03,7,LIDE3,4.3,C,3,1,NA
BBM-03,7,LIDE3,2.2,C,1.75,0.25,NA
BBM-03,7,LIDE3,2.4,C,2.5,1,NA
BBM-03,7,LIDE3,2,C,2.25,1,NA
BBM-03,7,LIDE3,1.8,S,2,0.5,NA
BBM-03,7,LIDE3,2.1,I,2,0.75,NA
BBM-03,7,LIDE3,2.9,D,3,0.5,NA
BBM-03,7,LIDE3,1.6,I,2.5,1,NA
BBM-03,7,LIDE3,3.9,C,3,0.75,NA
BBM-03,7,LIDE3,1.6,I,2,1,NA
BBM-03,7,LIDE3,5.6,D,3.5,0.75,NA
BBM-03,7,LIDE3,2.2,C,2.25,1,NA
BBM-03,7,LIDE3,2,I,2.25,1,NA
BBM-03,7,LIDE3,2.8,C,2.5,1,NA
LOM-01,2,QUCH2,1.9,D,2.5,1,NA
LOM-01,2,QUCH2,1.8,C,2.75,1.25,NA
LOM-01,2,QUCH2,3.3,D,2.5,1,NA
LOM-01,2,QUCH2,2.4,C,3,0.5,NA
LOM-01,2,QUCH2,3.8,C,3.5,1,NA
LOM-01,2,QUCH2,3.1,C,3.25,0.5,NA
LOM-01,2,QUCH2,2,D,2.5,1.75,NA
LOM-01,2,QUCH2,2.6,D,2.75,1,NA
LOM-01,2,QUCH2,5.1,D,3.5,1,NA
LOM-01,2,QUCH2,2.1,C,2.75,0.75,NA
LOM-01,2,QUCH2,2.5,C,2.75,0.75,NA
LOM-01,2,QUCH2,3.2,C,3.5,1,NA
LOM-01,2,QUCH2,1.6,C,2.5,1,NA
LOM-01,2,QUCH2,2.6,C,2.75,1,NA
LOM-01,2,QUCH2,1.9,C,2.75,0.75,NA
LOM-01,2,QUCH2,2.9,D,3.25,0.75,NA
LOM-01,2,QUCH2,1.6,I,2.5,0.75,NA
LOM-01,2,QUCH2,2.7,C,3.25,1.25,NA
LOM-01,2,QUCH2,3.4,C,2.75,0.75,NA
LOM-01,2,QUCH2,3.3,C,3,1,NA
LOM-01,2,QUCH2,2.7,C,3,1.25,NA
LOM-01,2,QUCH2,3.2,C,3,0.75,NA
LOM-01,2,QUCH2,2.7,C,2.75,1,NA
LOM-01,2,ARME,4.2,D,3.75,0.5,NA
LOM-01,2,ARME,2.2,I,2,0.5,NA
LOM-01,4,QUCH2,3.3,D,3.5,0.5,NA
LOM-01,4,QUCH2,3.5,C,3.25,0.75,NA
LOM-01,4,QUCH2,4.2,C,3.5,0.75,NA
LOM-01,4,QUCH2,2.2,I,2.75,0.75,NA
LOM-01,4,QUCH2,2.5,C,2.75,1.25,NA
LOM-01,4,QUCH2,2.2,C,3,1,NA
LOM-01,4,QUCH2,2,I,2.75,1,NA
LOM-01,4,QUCH2,3.9,C,3.25,0.75,NA
LOM-01,4,QUCH2,3,C,3,1,NA
LOM-01,4,QUCH2,3.3,C,3.25,1,NA
LOM-01,4,QUCH2,2.7,C,2.75,1,NA
LOM-01,4,QUCH2,3,C,2.75,1,NA
LOM-01,4,QUCH2,4.4,D,3.75,0.5,NA
LOM-01,4,QUCH2,3.4,D,3.25,0.5,NA
LOM-01,4,QUCH2,1.8,I,2.75,1,NA
LOM-01,4,QUCH2,1.9,C,2.5,0.5,NA
LOM-01,4,QUCH2,2.2,C,3,1,NA
LOM-01,7,QUCH2,3.6,D,3,0.75,NA
LOM-01,7,QUCH2,1.9,I,2.75,0.75,NA
LOM-01,7,QUCH2,2.8,D,2.75,0.75,NA
LOM-01,7,QUCH2,1.8,C,2.25,0.75,NA
LOM-01,7,QUCH2,2.7,D,2.5,0.75,NA
LOM-01,7,QUCH2,2.2,C,2.75,0.75,NA
LOM-01,7,QUCH2,2.8,C,2.75,0.75,NA
LOM-01,7,QUCH2,1.8,I,2,0.75,NA
LOM-01,7,QUCH2,1.8,I,2.25,1,NA
LOM-01,7,QUCH2,4.6,D,3.5,1,NA
LOM-01,7,QUCH2,1.7,C,2.5,0.75,NA
LOM-02,3,QUCH2,2,C,2.5,1,NA
LOM-02,3,QUCH2,1.8,I,2,1,NA
LOM-02,3,QUCH2,1.7,I,2.25,1,NA
LOM-02,3,QUCH2,3.5,C,3.25,1.5,NA
LOM-02,3,QUCH2,4.4,C,2.5,1,NA
LOM-02,3,QUCH2,1.5,I,2,1.25,NA
LOM-02,3,QUCH2,1.8,C,2.25,1.25,NA
LOM-02,3,QUCH2,1.8,C,2.5,1,NA
LOM-02,3,QUCH2,2,C,2.25,1,NA
LOM-02,3,QUCH2,2,C,2.5,1,NA
LOM-02,3,QUCH2,3.1,C,2.5,1.25,NA
LOM-02,3,QUCH2,3.2,I,2.25,1.75,NA
LOM-02,3,QUCH2,2,S,2.25,1.5,NA
LOM-02,3,QUCH2,2.4,D,2.75,1,NA
LOM-02,3,QUCH2,2.6,C,2.5,1,NA
LOM-02,3,QUCH2,4.4,C,3.25,1.25,NA
LOM-02,3,QUCH2,5.3,D,3.5,1.5,NA
LOM-02,3,QUCH2,1.8,I,2.25,1.25,NA
LOM-02,3,QUCH2,1.7,I,2,1,NA
LOM-02,3,QUCH2,1.5,C,2,0.75,NA
LOM-02,3,QUCH2,2.9,C,2.5,1,NA
LOM-02,4,NONE,NA,NA,NA,NA,NA
LOM-02,7,QUCH2,4.1,C,3.5,1.25,NA
LOM-02,7,QUCH2,3,C,3.25,2,NA
LOM-02,7,QUCH2,3,I,3,2.5,NA
LOM-02,7,QUCH2,2.8,C,4,2,NA
LOM-02,7,QUCH2,4.9,C,4.5,2.25,NA
LOM-02,7,ARME,6.7,D,4.75,2.75,NA
LOM-02,7,ARME,7.6,C,4.5,2.5,NA
LOM-02,7,ARME,5.5,C,4.5,2.25,NA
LOM-02,7,ARME,3,S,3.75,1.75,NA
LOM-02,7,QUCH2,3.1,C,3.5,2,NA
LOM-02,7,QUCH2,3,C,3.25,2,NA
LOM-02,7,QUCH2,4,D,4.5,2.25,NA
LOM-02,7,QUCH2,3.2,C,3.25,2.25,NA
LOM-02,7,QUCH2,2.6,S,3.25,2,NA
LOM-02,7,ARME,7.6,D,4.75,2.75,NA
LOM-02,7,ARME,3.3,I,3.25,2.25,NA
LOM-02,7,ARME,6,C,4.5,2.5,NA
LOM-02,7,ARME,7.8,I,4,1.25,NA
LOM-02,7,QUCH2,3.3,C,3.75,2.25,NA
LOM-02,7,QUCH2,2.2,I,3.25,1.5,NA
LOM-02,7,QUCH2,3.7,C,4,1.75,NA
LOM-02,7,QUCH2,4.6,D,4.75,2,NA
LOM-02,7,ARME,7.5,D,4.75,2.25,NA
LOM-02,7,ARME,6.1,I,4.25,2.5,NA
LOM-02,7,ARME,5.5,I,4.5,2.5,NA
LOM-02,7,ARME,1.8,S,2.25,0.75,NA
IAB-01,2,ARME,5,C,4.25,2.25,NA
IAB-01,2,ARME,2.6,S,2.75,0.75,NA
IAB-01,2,ARME,2.9,C,5,1,NA
IAB-01,2,ARME,3.9,C,4.5,1.5,NA
IAB-01,2,ARME,2.6,S,3.5,2,NA
IAB-01,2,ARME,2.8,I,2.3,1.75,NA
IAB-01,2,ARME,2.5,I,2.5,1.75,NA
IAB-01,2,ARME,4.7,C,4,2,NA
IAB-01,2,ARME,2.9,S,2.25,1.75,NA
IAB-01,2,ARME,6.3,I,4.5,1.75,NA
IAB-01,2,ARME,2.9,S,1.75,0.25,NA
IAB-01,2,ARME,1.5,S,2.75,1.75,NA
IAB-01,2,ARME,7.8,D,5,1.85,NA
IAB-01,2,ARME,2.7,I,3.5,1.75,NA
IAB-01,2,ARME,4.7,I,4.25,1.5,NA
IAB-01,2,ARME,7.4,C,6.5,1.75,NA
IAB-01,2,ARME,6.4,I,5,1.25,NA
IAB-01,2,ARME,5.6,C,5.5,1.5,NA
IAB-01,2,ARME,5.6,C,4.75,2.75,NA
IAB-01,2,ARME,2.5,I,4,2,NA
IAB-01,2,ARME,4.6,I,4,2,NA
IAB-01,2,ARME,3.4,I,3.25,1.25,NA
IAB-01,4,ARME,1.8,C,1.6,1.75,NA
IAB-01,4,ARME,4.6,D,3.75,1.25,NA
IAB-01,4,ARME,4.2,D,4.5,1.75,NA
IAB-01,4,ARME,2.5,I,3,1.25,NA
IAB-01,4,ARME,3.9,C,3,0.75,NA
IAB-01,4,ARME,3.5,I,3.25,2.25,NA
IAB-01,4,ARME,4.3,D,4.5,2,NA
IAB-01,4,ARME,3.2,I,3.25,1.25,NA
IAB-01,4,ARME,2.2,I,3.75,1.25,NA
IAB-01,4,ARME,2.7,C,3,1,NA
IAB-01,4,ARME,2.2,D,2.5,1.25,NA
IAB-01,4,ARME,3.8,D,4.5,1.25,NA
IAB-01,4,ARME,2.1,I,3,1,NA
IAB-01,4,ARME,2.4,I,2.75,1.75,NA
IAB-01,4,ARME,4.4,I,1.75,1.5,NA
IAB-01,4,ARME,3.7,C,4.25,1.75,NA
IAB-01,4,ARME,4.9,C,4.5,1.5,NA
IAB-01,4,ARME,2.6,D,2.75,0.75,NA
IAB-01,4,ARME,1.7,C,2,0.5,NA
IAB-01,4,ARME,3.8,C,4,1.25,NA
IAB-01,4,ARME,3.2,C,3.5,1,NA
IAB-01,4,ARME,2.3,S,2,0.75,NA
IAB-01,4,ARME,2.1,D,2.5,0.75,NA
IAB-01,4,ARME,2.6,C,3.25,0.75,NA
IAB-01,4,ARME,1.5,S,2.5,1,NA
IAB-01,7,ARME,1.6,C,2.2,0.25,NA
IAB-01,7,ARME,1.7,D,2,0.75,NA
BBO-01,2,ACMA3,6,C,5,1.75,NA
BBO-01,2,ACMA3,2.9,S,4.5,1.5,NA
BBO-01,2,ACMA3,7.3,C,6.5,2.5,NA
BBO-01,2,ACMA3,2,S,3.75,1.3,NA
BBO-01,2,ACMA3,5,C,4.5,2.5,NA
BBO-01,2,ACMA3,2.1,S,3.75,1.75,NA
BBO-01,2,QUCH2,1.7,I,2.1,1.1,NA
BBO-01,2,QUCH2,2.6,C,1.9,0.5,NA
BBO-01,2,ACMA3,4.8,C,5,2.5,NA
BBO-01,2,ACMA3,2,I,3.4,1.5,NA
BBO-01,2,ACMA3,6.1,C,4.5,1.7,NA
BBO-01,2,ACMA3,4.4,I,4.75,2.5,NA
BBO-01,2,ACMA3,3.2,I,3,2.5,NA
BBO-01,2,QUCH2,2.4,I,2.5,1.4,NA
BBO-01,2,QUCH2,2.1,C,2.2,0.75,NA
BBO-01,2,ACMA3,5.8,C,4,1.6,NA
BBO-01,2,ACMA3,4.9,C,5.75,2.2,NA
BBO-01,2,ACMA3,3.5,I,3.5,2,NA
BBO-01,2,ACMA3,4.3,C,5.25,2.25,NA
BBO-01,2,ACMA3,6.7,C,4.75,2,NA
BBO-01,2,QUCH2,1.8,C,2.3,1,NA
BBO-01,2,QUCH2,1.9,I,2.3,0.5,NA
BBO-01,4,QUCH2,1.6,S,1.8,0.4,NA
BBO-01,4,PSME,1.9,D,2.5,0.3,NA
BBO-01,4,ARME,1.5,S,1.8,0.75,NA
BBO-01,4,QUCH2,2,I,1.9,0.75,NA
BBO-01,4,QUCH2,2.1,D,2.3,0.4,NA
BBO-01,7,QUCH2,2.5,I,2.3,0.5,NA
BBO-01,7,PSME,1.8,S,2.4,0.75,NA
BBO-01,7,LIDE3,7,C,5,1.25,NA
BBO-01,7,LIDE3,1.6,S,3,1.9,NA
BBO-01,7,LIDE3,2.9,I,3.25,1.45,NA
BBO-01,7,LIDE3,2.1,I,3.25,1.7,NA
BBO-01,7,LIDE3,6.1,C,4,1.6,NA
BBO-01,7,LIDE3,1.8,S,3.25,2.1,NA
BBO-01,7,LIDE3,5.8,C,5.25,1.6,NA
BBO-01,7,LIDE3,6.4,C,4.5,2.3,NA
BBO-01,7,CONU4,3.6,I,3.3,1.4,NA
BBO-01,7,CONU4,3.2,C,4,1.4,NA
BBO-01,7,CONU4,1.9,S,3.25,2.6,NA
BBO-01,7,CONU4,2.1,I,2.2,1.6,NA
BBO-01,7,QUCH2,1.5,I,2.5,0.9,NA
BBO-01,7,LIDE3,2.7,C,3,1.5,NA
BBO-01,7,LIDE3,2.9,I,2.4,1.6,NA
BBO-01,7,LIDE3,2.2,I,3,1.5,NA
BBO-01,7,LIDE3,5.6,C,4.75,1.75,NA
BBO-01,7,LIDE3,6,C,5.25,1.7,NA
BBO-01,7,LIDE3,2.4,S,3.5,2,NA
BBO-01,7,LIDE3,4.7,I,4,2.5,NA
BBO-01,7,CONU4,1.9,S,3.1,1.8,NA
BBO-01,7,CONU4,1.8,S,3,2.3,NA
BBO-01,7,CONU4,2.5,I,4,1.8,NA
BBO-01,7,CONU4,2.6,C,3.75,1.4,NA
BBO-01,7,LIDE3,2.7,I,3,1.6,NA
BBO-01,7,LIDE3,2.1,S,2.3,0.7,NA
BBO-01,7,LIDE3,1.6,S,3,1.75,NA
BBO-01,7,LIDE3,2,S,3.3,1.75,NA
BBO-01,7,LIDE3,3.2,S,3,1.75,NA
BBO-01,7,LIDE3,2.7,I,2.5,1.3,NA
BBO-01,7,LIDE3,4.8,C,4.75,2.3,NA
BBO-01,7,CONU4,2.7,C,3.3,1.5,NA
BBO-01,7,CONU4,2,I,3.25,2.25,NA
BBO-01,7,CONU4,2.7,C,2.3,1.9,NA
BIS-01,2,QUKE,4.7,D,4.75,0.75,NA
BIS-01,2,QUKE,2.8,D,3.5,1,NA
BIS-01,2,QUKE,4.9,D,4.5,1,NA
BIS-01,4,QUCH2,2.2,I,2.5,1,NA
BIS-01,4,QUCH2,2.2,C,2.5,0.75,NA
BIS-01,4,QUKE,5.1,C,5.25,2.25,NA
BIS-01,4,QUKE,6.5,C,4.5,1.5,NA
BIS-01,4,PIAT,4.6,C,3.5,1,NA
BIS-01,4,QUCH2,3.4,C,2.75,1,NA
BIS-01,4,QUCH2,2.5,I,3.5,0.75,NA
BIS-01,4,QUKE,7.4,C,5,2.25,NA
BIS-01,4,QUKE,5.8,C,4.25,1.25,NA
BIS-01,4,PIAT,2.7,C,2.75,1.25,NA
BIS-01,4,QUCH2,3,C,2.5,1.25,NA
BIS-01,4,QUCH2,1.7,C,2.5,1,NA
BIS-01,4,QUKE,3.4,I,2.5,1.5,NA
BIS-01,7,QUKE,5.5,D,4.75,1.75,NA
BIS-01,7,QUKE,3.1,I,2.5,1.75,NA
BIS-01,7,QUKE,2.3,I,2.75,1.5,NA
BIS-01,7,QUCH2,2.4,C,2.5,1.25,NA
BIS-01,7,QUKE,4.5,C,5,3.75,NA
BIS-01,7,QUKE,6.7,C,5.75,1.75,NA
BIS-01,7,QUKE,1.9,C,2.75,1.75,NA
BIS-01,7,QUKE,4.8,C,4.75,2,NA
BIS-01,7,QUKE,3.9,C,5,3,NA
BIS-01,7,QUKE,2.5,I,1.75,1.5,NA
BIS-01,7,QUCH2,1.8,I,2.5,1.25,NA
BIS-01,7,QUKE,3.8,C,4,2,NA
BIS-01,7,QUKE,5,C,5,3,NA
BIS-01,7,QUKE,2.2,I,2.5,2,NA
BIS-01,7,QUCH2,2.4,C,2.5,1.5,NA
BIS-01,7,QUKE,3.1,I,3.5,3.35,NA
BIS-01,7,QUKE,3.3,C,5.25,1.75,NA
BIS-01,7,QUKE,1.8,I,2.5,2.25,NA
BIS-01,7,QUKE,2.3,I,2.5,2.25,NA
BIS-01,7,QUKE,4.5,C,4.75,3.25,NA
BIS-01,7,QUKE,4.7,C,4.5,2,NA
BIS-01,7,QUCH2,4.8,C,3.5,1.75,NA
BIS-01,7,QUKE,2.3,I,2.25,1.5,NA
BIS-01,7,QUKE,7.5,C,5,1.5,NA
BIS-01,7,QUKE,6.3,C,5.75,2,NA
BIS-01,7,QUCH2,2.8,C,3.25,1.75,NA
BIS-01,7,QUKE,4.3,C,4,2.25,NA
BIS-01,7,QUKE,5.1,C,5,1.75,NA
BIS-01,7,QUKE,3,S,2,1,NA
BIS-01,7,QUKE,2.3,I,3,3,NA
BIS-01,7,QUKE,2,I,2.75,2.75,NA
BIS-01,7,QUKE,9.1,D,4.5,1.5,NA
BIS-01,7,QUCH2,3.5,C,3.75,1.5,NA
BIS-01,7,QUCH2,2.1,I,3.25,1.5,NA
BIS-01,7,QUCH2,1.9,I,2.25,1.25,NA
BIS-02,2,ARME,2,I,2.5,1.25,NA
BIS-02,2,ARME,3,S,2.25,1.5,NA
BIS-02,2,ARME,5.2,S,2,0.5,NA
BIS-02,2,ARME,6,I,4.25,1,NA
BIS-02,2,ARME,5.6,C,3.25,1.25,NA
BIS-02,2,ARME,6.3,X,NA,NA,NA
BIS-02,2,ARME,2.3,S,2.25,1.25,NA
BIS-02,2,ARME,1.6,I,3,1.75,NA
BIS-02,2,ARME,4.5,I,4.75,1,NA
BIS-02,2,ARME,3.7,S,1.75,1,NA
BIS-02,2,ARME,3.8,I,1.25,0.5,NA
BIS-02,2,ARME,8.4,D,6.25,2.75,NA
BIS-02,2,ARME,4.7,C,3.25,1.25,NA
BIS-02,2,ARME,7.8,C,4.25,0.75,NA
BIS-02,2,ARME,5.3,C,5.75,2,NA
BIS-02,2,ARME,2.8,S,1,0.5,NA
BIS-02,2,ARME,3,C,1,0.75,NA
BIS-02,2,ARME,2.8,X,NA,NA,NA
BIS-02,2,ARME,8.4,C,5.25,2,NA
BIS-02,2,ARME,8.2,C,6,1.25,NA
BIS-02,2,ARME,7.2,I,3.25,0.5,NA
BIS-02,2,PINUS,6.8,X,NA,NA,Not identified to species
BIS-02,4,UMCA,2.3,C,2.25,0,NA
BIS-02,4,UMCA,2.2,C,2.25,0,NA
BIS-02,7,QUCH2,3.4,C,3.5,0.5,NA
BIS-02,7,QUCH2,3.5,C,3.5,0.5,NA
BIS-03,2,QUKE,3.8,C,5.5,1.5,NA
BIS-03,2,ARME,8,C,6.5,1.5,NA
BIS-03,2,ARME,8.1,C,6.5,1.5,NA
BIS-03,2,PIPO,3.6,I,2.75,0.75,NA
BIS-03,2,QUKE,3.3,C,4.5,2,NA
BIS-03,2,PSME,6.4,X,NA,NA,NA
BIS-03,2,QUKE,4.4,C,5.5,2.25,NA
BIS-03,2,QUKE,5.7,C,6,1.75,NA
BIS-03,2,QUKE,1.8,I,3.25,1.25,NA
BIS-03,2,ARME,3.8,I,4,1.75,NA
BIS-03,2,PIPO,2.6,I,2.25,0.75,NA
BIS-03,2,QUKE,7.8,C,6,1.75,NA
BIS-03,2,QUKE,3.1,I,4,1.5,NA
BIS-03,2,QUKE,6,C,4.5,2,NA
BIS-03,2,ARME,3.2,I,3.5,1.5,NA
BIS-03,2,QUKE,5.3,C,5.5,1.5,NA
BIS-03,2,QUKE,4.7,C,6,2.5,NA
BIS-03,4,QUKE,9.8,C,4,2,NA
BIS-03,4,QUCH2,5.4,C,2.5,0.75,NA
BIS-03,4,PSME,10.6,X,NA,NA,NA
BIS-03,4,QUKE,4.7,C,4.5,1.25,NA
BIS-03,4,LIDE3,2.1,C,2.5,0.25,NA
BIS-03,4,QUKE,7.3,C,6,1.5,NA
BIS-03,4,QUCH2,7,X,NA,NA,NA
BIS-03,4,QUKE,1.6,I,2.25,0.75,NA
BIS-03,4,QUKE,6.7,I,5.5,1.75,NA
BIS-03,4,QUCH2,4.2,C,2.75,0.25,NA
BIS-03,7,QUKE,8.9,C,8.5,2.75,NA
BIS-03,7,PSME,6.7,X,NA,NA,NA
BIS-03,7,QUKE,5.3,C,6.5,2.5,NA
BIS-03,7,QUKE,3.1,C,4.5,1,NA
BIS-03,7,ARME,3.2,D,3.5,2.5,NA
BIS-03,7,ARME,3.6,I,2.75,0.75,NA
BIS-03,7,ARME,4.3,I,4,1,NA
BIS-03,7,ARME,7.5,C,8,1.5,NA
BIS-03,7,QUKE,9.1,C,7,2,NA
BIS-03,7,QUKE,4.4,S,6,2,NA
BIS-03,7,QUKE,4.7,S,4.5,1.5,NA
BIS-03,7,ARME,5.4,I,4.5,2,NA
BIS-03,7,ARME,4.9,I,2.75,1.25,NA
BIS-03,7,ARME,9.2,C,8,2.25,NA
BIS-03,7,ARME,6.7,I,4.5,1.75,NA
BIS-03,7,QUKE,4.5,X,NA,NA,NA
BIS-03,7,QUKE,6.5,C,6.5,2.5,NA
BIS-03,7,ARME,11,C,8,2,NA
BIS-03,7,ARME,5.4,C,4.5,1,NA
BIS-03,7,ARME,3.5,S,4.5,1.25,NA
BIS-04,2,LIDE3,4.8,D,3.25,0.25,NA
BIS-04,2,LIDE3,3.9,D,3.25,1,NA
BIS-04,2,LIDE3,6.3,D,4.25,1.25,NA
BIS-04,2,LIDE3,3.4,S,1.5,1.25,NA
BIS-04,2,LIDE3,8.6,D,4.5,0.75,NA
BIS-04,2,LIDE3,2,C,2.25,0.75,NA
BIS-04,2,LIDE3,3.3,C,3,1,NA
BIS-04,2,LIDE3,2.7,S,2.5,0.5,NA
BIS-04,2,LIDE3,3,S,2,1,NA
BIS-04,2,LIDE3,6.5,D,4.75,1,NA
BIS-04,2,LIDE3,5.5,D,4.5,0.5,NA
BIS-04,2,LIDE3,2.9,C,3,1,NA
BIS-04,2,LIDE3,3.5,I,2.75,1,NA
BIS-04,2,LIDE3,3.8,S,2,0.75,NA
BIS-04,2,LIDE3,4.9,C,1.5,0.75,NA
BIS-04,4,ARME,3.1,X,NA,NA,NA
BIS-04,4,LIDE3,2.1,I,2.25,0.75,NA
BIS-04,4,QUKE,4.4,C,4.5,1.35,NA
BIS-04,4,QUKE,5.9,C,5,1.5,NA
BIS-04,4,QUKE,4.7,D,4.5,1,NA
BIS-04,4,ARME,10.8,D,6.25,1.75,NA
BIS-04,4,LIDE3,9,D,7.5,1.5,NA
BIS-04,4,QUKE,3.3,D,4.5,1.25,NA
BIS-04,4,QUKE,3.1,X,NA,NA,NA
BIS-04,4,QUKE,1.8,I,2.75,1,NA
BIS-04,4,QUKE,3.2,C,4.75,1.25,NA
BIS-04,4,QUKE,6.2,C,5,1.5,NA
BIS-04,4,QUKE,2.6,I,3.25,1,NA
BIS-04,7,QUCH2,1.8,C,2.5,0.25,NA
BIS-04,7,QUKE,6.9,C,6.75,1.75,NA
BIS-04,7,QUKE,6.6,C,4.5,1.5,NA
BIS-04,7,QUCH2,3.5,D,2.5,1.25,NA
BIS-04,7,QUCH2,2.5,C,2.25,0.5,NA
BIS-04,7,QUCH2,2.7,D,2.5,1,NA
BIS-04,7,QUKE,4.2,C,6.75,1.25,NA
BIS-04,7,QUKE,2,X,NA,NA,NA
BIS-04,7,QUCH2,5,D,3.5,0.75,NA
BIS-04,7,QUCH2,4,D,2.75,1.75,NA
BIS-04,7,QUKE,8.8,D,7,2.25,NA
BIS-04,7,QUCH2,5,D,3.5,1.5,NA
BIS-05,2,NONE,NA,NA,NA,NA,NA
BIS-05,4,CHCH7,2,C,2.1,0.75,NA
BIS-05,4,CHCH7,1.8,C,2,0.5,NA
BIS-05,4,CHCH7,2,C,2.1,0.75,NA
BIS-05,4,CHCH7,2,I,2.2,0.75,NA
BIS-05,4,CHCH7,1.9,C,1.9,0.85,NA
BIS-05,4,CHCH7,2.9,C,2.4,1,NA
BIS-05,4,CHCH7,2.2,I,2.2,1.25,NA
BIS-05,4,CHCH7,2.3,I,2.25,1.25,NA
BIS-05,4,CHCH7,2.7,C,2.25,0.75,NA
BIS-05,4,CHCH7,2.3,C,2.15,1.25,NA
BIS-05,4,CHCH7,2.6,C,2.3,0.75,NA
BIS-05,7,NONE,NA,NA,NA,NA,NA
BIS-06,2,NONE,NA,NA,NA,NA,NA
BIS-06,4,CHCH7,3,D,2,0.5,NA
BIS-06,7,NONE,NA,NA,NA,NA,NA
BIS-07,2,CHCH7,11.6,X,NA,NA,NA
BIS-07,4,PSME,11.1,X,NA,NA,NA
BIS-07,7,NONE,NA,NA,NA,NA,NA
BIS-10,2,ARME,8.9,D,4.5,0.75,NA
BIS-10,2,LIDE3,1.6,C,2.25,0.5,NA
BIS-10,2,ARME,3.1,D,3,0.75,NA
BIS-10,2,QUCH2,1.6,C,2.25,0.5,NA
BIS-10,2,QUCH2,2.9,I,2.5,1,NA
BIS-10,2,ARME,2.1,S,2.25,1,NA
BIS-10,2,ARME,2.4,C,2.25,1,NA
BIS-10,2,QUCH2,2.4,C,2.75,0.75,NA
BIS-10,2,QUCH2,2,I,2.5,1,NA
BIS-10,2,ARME,6.8,C,2.25,0.75,NA
BIS-10,2,QUCH2,2.8,I,2.5,0.75,NA
BIS-10,2,QUCH2,2.1,C,2.75,1,NA
BIS-10,4,LIDE3,1.5,C,2,0.25,NA
BIS-10,4,LIDE3,2.3,C,2.25,0.25,NA
BIS-10,4,UNKC,8.7,X,NA,NA,NA
BIS-10,4,UNKC,7.8,X,NA,NA,NA
BIS-10,7,QUCH2,1.9,C,2.4,1.4,NA
BIS-10,7,PSME,3.1,D,3.75,0.5,NA
BIS-10,7,ARME,2,D,2.75,1.25,NA
BIS-10,7,ARME,4.5,D,2.75,1.25,NA
BIS-10,7,CHCH7,4,C,2.75,1,NA
BIS-10,7,CHCH7,3.2,C,2.75,1.25,NA
BIS-10,7,CHCH7,4.1,C,3,1,NA
BIS-10,7,ARME,2.8,D,2.75,1.25,NA
BIS-10,7,UNK,8.5,X,NA,NA,NA
BIS-10,7,QUCH2,2.1,D,2,0.75,NA
BIS-10,7,ARME,1.7,D,2.5,1,NA
BIS-10,7,ARME,1.7,C,2,1,NA
BIS-10,7,CHCH7,1.7,I,2,1,NA
BIS-10,7,CHCH7,3.4,C,3,1.5,NA
BIS-10,7,CHCH7,2.8,C,2.5,1.25,NA
BIS-10,7,ARME,1.5,C,2,0.75,NA
BIS-10,7,ARME,2.3,I,2.25,1.25,NA
BIS-10,7,ARME,2.4,I,2,1,NA
BIS-10,7,CHCH7,2.3,I,2.25,1,NA
BIS-10,7,CHCH7,4.6,C,2.75,1.25,NA
BIS-10,7,ARME,1.5,C,2,1,NA
BIS-11,2,QUCH2,1.7,C,2,0.75,NA
BIS-11,2,QUCH2,1.7,D,2,0.75,NA
BIS-11,2,QUCH2,1.9,D,2,1,NA
BIS-11,4,NONE,NA,NA,NA,NA,NA
BIS-11,7,ARME,2.4,D,2.4,0.5,NA
BIS-11,7,ARME,3.5,D,2.4,0.25,NA
