Plot,Subplot,Species,DBH,Class,Height,CBH,Notes
HCS-06,4,QUCH2,1.6,I,2.5,1.25,NA
HCS-06,4,LIDE3,2.6,D,4,0.5,NA
HCS-06,4,LIDE3,2,S,3,0.5,NA
HCS-06,4,QUCH2,4.3,C,3.25,1,NA
HCS-06,4,LIDE3,7.6,D,6.25,1.5,NA
HCS-06,4,LIDE3,5.7,C,6.25,0.5,NA
HCS-06,4,QUCH2,4.4,I,3.75,1.25,NA
HCS-06,4,QUCH2,2.1,I,3.25,1,NA
HCS-06,4,ARME,7,D,4.75,1.25,NA
HCS-06,4,QUCH2,2.1,S,3.25,1,NA
HCS-06,4,LIDE3,2.4,I,3.75,0.5,NA
HCS-06,4,LIDE3,1.6,C,2,0.25,NA
HCS-06,4,LIDE3,4.4,C,5,1,NA
HCS-06,4,LIDE3,2.3,I,3.25,1,NA
HCS-06,7,LIDE3,3.9,I,4.5,1.75,NA
HCS-06,7,LIDE3,2.7,S,3.25,1.5,NA
HCS-06,7,LIDE3,5.9,C,6.5,1.5,NA
HCS-06,7,LIDE3,2.2,S,2.5,1,NA
HCS-06,7,LIDE3,5.2,C,6,1.75,NA
HCS-06,7,QUCH2,3.2,D,4.5,1.25,NA
HCS-06,7,QUCH2,1.7,I,2.75,1,NA
HCS-06,7,QUCH2,3.1,C,4.25,1,NA
HCS-06,7,ARME,2.3,I,3,1.5,NA
HCS-06,7,QUCH2,2.1,C,2.25,0.5,NA
HCS-06,7,QUCH2,2.8,S,2.5,1,NA
HCS-06,7,LIDE3,3.2,I,5.25,1.5,NA
HCS-06,7,LIDE3,3.4,S,5.25,1.75,NA
HCS-06,7,LIDE3,9.6,D,8,2,NA
HCS-06,7,LIDE3,2.5,C,2.25,1.25,NA
HCS-06,7,QUCH2,2.2,I,3.75,1.5,NA
HCS-06,7,QUCH2,1.6,I,3.25,1.25,NA
HCS-06,7,QUCH2,4.5,C,4.25,0.75,NA
HCS-06,7,ARME,4.5,D,4.5,1.25,NA
HCS-06,7,QUCH2,2.4,I,3,0.5,NA
HCS-06,7,QUCH2,2,S,2.25,0.5,NA
HCS-06,7,LIDE3,10.4,C,6.5,1.75,NA
HCS-06,7,LIDE3,3.1,I,5.5,0.75,NA
HCS-06,7,LIDE3,8.8,C,7.75,1.75,NA
HCS-06,7,LIDE3,5.8,C,6,1.25,NA
HCS-06,7,QUCH2,3.2,C,4,1.5,NA
HCS-06,7,QUCH2,4.7,D,4.5,0.5,NA
HCS-06,7,QUCH2,5.2,D,4.5,1.25,NA
HCS-06,7,ARME,4.6,D,4.75,1.25,NA
HCS-06,7,QUCH2,3.3,I,3,1,NA
HCS-06,7,QUCH2,2.4,D,3.25,0.5,NA
ORL-01,2,ARME,8.5,D,5.25,0.75,NA
ORL-01,2,LIDE3,2.6,C,3.25,0.5,NA
ORL-01,2,LIDE3,8.2,X,NA,NA,NA
ORL-01,2,QUCH2,2.1,I,2.25,0.5,NA
ORL-01,2,ARME,8.1,D,5.5,1.25,NA
ORL-01,2,ARME,2.8,X,NA,NA,NA
ORL-01,2,LIDE3,2.5,C,2.5,0.75,NA
ORL-01,2,ARME,5.1,X,NA,NA,NA
ORL-01,2,LIDE3,3.5,C,3,0.5,NA
ORL-01,2,LIDE3,2.1,C,3,0.5,NA
ORL-01,2,ARME,7.1,C,6.25,2.25,NA
ORL-01,2,LIDE3,2.7,X,NA,NA,NA
ORL-01,2,ARME,2.9,C,3,1,NA
ORL-01,2,LIDE3,2.1,I,2.5,0.5,NA
ORL-01,2,LIDE3,1.9,C,2.75,0.75,NA
ORL-01,2,ARME,7,C,6,2,NA
ORL-01,2,LIDE3,2.5,C,3,0.5,NA
ORL-01,4,LIDE3,3.7,C,4.25,2,NA
ORL-01,4,LIDE3,3,I,3.75,1.5,NA
ORL-01,4,LIDE3,1.8,S,3.25,1,NA
ORL-01,4,LIDE3,1.5,S,2.25,1.5,NA
ORL-01,4,LIDE3,3,I,4,1.25,NA
ORL-01,4,LIDE3,2.6,I,2.75,1.25,NA
ORL-01,4,LIDE3,2,I,3.5,1,NA
ORL-01,4,LIDE3,6.8,D,5.5,1.6,NA
ORL-01,4,LIDE3,2.2,C,3,1.25,NA
ORL-01,4,LIDE3,4.3,C,4,1.5,NA
ORL-01,4,LIDE3,2.1,I,2.75,1.25,NA
ORL-01,4,LIDE3,4.3,D,4,1,NA
ORL-01,4,LIDE3,1.7,C,2.75,0.75,NA
ORL-01,4,LIDE3,2.9,I,2.25,1,NA
ORL-01,4,LIDE3,2.9,C,4,1.5,NA
ORL-01,4,LIDE3,3.9,C,3.75,1.5,NA
ORL-01,4,LIDE3,1.8,S,3,1.25,NA
ORL-01,4,LIDE3,4.5,C,4.75,1.5,NA
ORL-01,4,LIDE3,2.6,I,2.75,1,NA
ORL-01,4,LIDE3,3.3,C,3.25,1.35,NA
ORL-01,4,LIDE3,5.2,C,5,1.5,NA
ORL-01,4,LIDE3,3.1,I,3.75,1.25,NA
ORL-01,4,LIDE3,1.8,I,2.75,1,NA
ORL-01,4,LIDE3,3.1,C,4,1.5,NA
ORL-01,4,LIDE3,1.7,I,2.5,1,NA
ORL-01,4,LIDE3,2.5,I,3.25,1.75,NA
ORL-01,4,LIDE3,2.9,C,2.25,1,NA
ORL-01,4,LIDE3,3.8,X,NA,NA,NA
ORL-01,4,LIDE3,4.3,C,4,1.75,NA
ORL-01,4,LIDE3,2.5,I,4,1.25,NA
ORL-01,4,LIDE3,1.6,S,3,1.5,NA
ORL-01,4,LIDE3,6.4,D,5.75,2,NA
ORL-01,4,LIDE3,2.6,I,3.5,1.25,NA
ORL-01,4,LIDE3,3.6,C,4.25,1.25,NA
ORL-01,4,LIDE3,2.5,C,4.75,1.75,NA
ORL-01,4,LIDE3,1.6,I,2.25,1.35,NA
ORL-01,4,LIDE3,4.1,D,4,1.75,NA
ORL-01,4,LIDE3,2.9,C,3.75,1.25,NA
ORL-01,4,LIDE3,2.8,C,3,1.25,NA
ORL-01,4,LIDE3,2,I,2.75,1.5,NA
ORL-01,4,LIDE3,4.2,C,4.25,1,NA
ORL-01,4,LIDE3,1.5,I,2,1,NA
ORL-01,4,PSME,7.8,D,6,1.25,NA
ORL-01,7,LIDE3,3,I,3.25,0.5,NA
ORL-01,7,LIDE3,3.6,I,4.25,0.75,NA
ORL-01,7,LIDE3,2.1,I,2.75,0.5,NA
ORL-01,7,ACMA3,2,D,2.5,0.5,NA
ORL-01,7,ACMA3,1.6,C,2.75,0.75,NA
ORL-01,7,LIDE3,3.4,C,3,0.75,NA
ORL-01,7,LIDE3,2.2,C,2.75,0.5,NA
ORL-01,7,LIDE3,3.3,C,3.75,0.5,NA
ORL-01,7,LIDE3,2.1,I,3.25,0.5,NA
ORL-01,7,LIDE3,5.5,C,4.5,0.5,NA
ORL-01,7,LIDE3,3.9,S,3.75,1,NA
ORL-01,7,ACMA3,1.6,D,2.75,0.5,NA
ORL-01,7,ACMA3,1.8,I,2.5,1,NA
ORL-01,7,LIDE3,3.2,C,3.75,1,NA
ORL-01,7,LIDE3,1.9,C,3,0.75,NA
ORL-01,7,LIDE3,3.1,C,3.5,0.5,NA
ORL-01,7,LIDE3,5,C,4,0.5,NA
ORL-01,7,LIDE3,3.8,I,4,0.5,NA
ORL-01,7,LIDE3,2.5,I,3,0.5,NA
ORL-01,7,ACMA3,2.1,C,3,1,NA
ORL-01,7,LIDE3,2.4,C,3.5,0.75,NA
ORL-01,7,LIDE3,1.9,C,2.75,0.75,NA
PTR-02,3,CHCH7,2.3,D,2.3,0.25,NA
PTR-02,3,QUKE,3,C,3.25,1,NA
PTR-02,3,QUKE,3.4,C,4.25,0.75,NA
PTR-02,3,QUKE,6.3,D,5,0,NA
PTR-02,3,CHCH7,2.7,D,2.3,0,NA
PTR-02,3,QUKE,3.2,C,4.5,0.5,NA
PTR-02,3,QUKE,4.7,C,4,0.75,NA
PTR-02,3,QUKE,1.5,S,2,0.5,NA
PTR-02,3,QUKE,2.7,C,3,0,NA
PTR-02,3,QUKE,3.3,C,2.75,0,NA
PTR-02,5,CHCH7,1.9,C,2.3,0,NA
PTR-02,5,CHCH7,1.5,C,2.3,0,NA
PTR-02,5,CHCH7,1.5,C,2.2,0,NA
PTR-02,5,CHCH7,1.6,C,2.25,0,NA
PTR-02,5,CHCH7,2,C,2.25,0.5,NA
PTR-02,5,CHCH7,2.2,D,2.25,0,NA
PTR-02,5,CHCH7,1.6,C,2.4,0,NA
PTR-02,5,CHCH7,1.5,C,2.25,0,NA
PTR-02,5,CHCH7,1.7,C,2.25,0,NA
PTR-02,5,CHCH7,2,C,2.5,0,NA
PTR-02,5,CHCH7,2.2,C,2.25,0.5,NA
PTR-02,5,CHCH7,1.7,C,2.3,0.25,NA
PTR-02,5,CHCH7,1.6,C,2.5,0,NA
PTR-02,5,CHCH7,1.6,C,2.4,0,NA
PTR-02,5,CHCH7,1.7,C,2.25,0,NA
PTR-02,5,CHCH7,1.8,C,2.3,0,NA
PTR-02,5,CHCH7,2.9,C,2.5,0.25,NA
PTR-02,5,CHCH7,1.8,C,2.5,0.5,NA
PTR-02,8,CHCH7,1.7,C,2,0,NA
PTR-02,8,CHCH7,1.9,C,2,0,NA
PTR-02,8,CHCH7,1.6,C,2,0,NA
PTR-02,8,CHCH7,1.8,D,2.25,0,NA
PTR-02,8,PSME,11.6,X,NA,NA,NA
PTR-02,8,CHCH7,1.9,D,2.5,0,NA
PTR-02,8,CHCH7,2,C,2,0,NA
PTR-02,8,CHCH7,1.6,C,2,0,NA
PTR-02,8,CHCH7,1.6,C,1.75,0,NA
PTR-02,8,CHCH7,2.1,D,2.75,0,NA
PTR-02,8,CHCH7,1.7,C,2.25,0,NA
PTR-02,8,CHCH7,2.6,D,2.25,0,NA
PTR-02,8,CHCH7,1.6,D,2.25,0,NA
PTR-02,8,CHCH7,1.8,D,2.25,0,NA
PTR-02,8,CHCH7,1.6,C,2,0,NA
JCK-01,2,PIAT,4.4,C,4,1.75,NA
JCK-01,2,PIAT,6.5,D,4,1.75,NA
JCK-01,2,PIAT,6.8,C,4.75,2,NA
JCK-01,2,PIAT,7.1,I,4.5,2.25,NA
JCK-01,2,CHCH7,2.1,S,2.75,1,NA
JCK-01,2,PIAT,4.9,I,4.75,3,NA
JCK-01,2,CHCH7,1.9,S,2.25,1,NA
JCK-01,2,PIAT,6.1,D,4.5,2,NA
JCK-01,2,PIAT,6.2,D,4.5,1.75,NA
JCK-01,2,PIAT,9.1,C,4.75,2.25,NA
JCK-01,2,PIAT,5,I,4.5,2,NA
JCK-01,2,CHCH7,3.1,I,3,1,NA
JCK-01,2,PIAT,3.1,S,4,2.75,NA
JCK-01,2,PIAT,6.2,C,4,1,NA
JCK-01,2,PIAT,7.9,D,5,2.75,NA
JCK-01,2,PIAT,5.7,C,4.5,2.25,NA
JCK-01,2,PIAT,5,X,NA,NA,NA
JCK-01,2,CHCH7,4.5,C,4.25,1.75,NA
JCK-01,2,PIAT,11.8,C,4,2.5,NA
JCK-01,4,PIAT,7.1,S,4.5,1.75,NA
JCK-01,4,PIAT,3.9,S,4.5,1.75,NA
JCK-01,4,PIAT,6.5,C,6,2.25,NA
JCK-01,4,PIAT,3.5,X,NA,NA,NA
JCK-01,4,PIAT,3.3,S,3.5,1.5,NA
JCK-01,4,PIAT,3.3,X,NA,NA,NA
JCK-01,4,PIAT,6.3,C,5.5,3,NA
JCK-01,4,PIAT,4.1,S,4.5,3,NA
JCK-01,4,PIAT,2.1,X,NA,NA,NA
JCK-01,4,PIAT,6.4,C,4.5,2.25,NA
JCK-01,4,PIAT,7.7,C,6,2.25,NA
JCK-01,4,PIAT,2.4,S,2.5,1.5,NA
JCK-01,4,PIAT,4.6,S,4.5,1.75,NA
JCK-01,4,PIAT,5.4,C,4.25,1.75,NA
JCK-01,7,PIAT,9.3,I,4.75,2.25,NA
JCK-01,7,PIAT,11.8,D,5.5,2.5,NA
JCK-01,7,ARME,9.3,I,4.75,2.25,NA
JCK-01,7,PIAT,11.4,D,7,3.25,NA
JCK-01,7,PIAT,10.9,C,5.5,2.5,NA
JCK-01,7,PIAT,4.6,I,4.25,2.25,NA
JCK-01,7,PIAT,6.6,I,4.75,3.5,NA
JCK-01,7,PIAT,6.7,S,5,3.25,NA
JCK-01,7,PIAT,10.3,C,5,2.75,NA
JCK-01,7,PIAT,10.7,C,7.5,4.25,NA
JCK-01,7,PIAT,8.1,I,5,2.5,NA
KT-02,2,LIDE3,3.3,I,6.25,1.75,NA
KT-02,2,LIDE3,6,S,3.5,2,NA
KT-02,2,LIDE3,3.9,S,4.5,1.5,NA
KT-02,2,SALIX,2.9,I,5.75,3.5,NA
KT-02,2,SALIX,2,X,NA,NA,NA
KT-02,2,SALIX,3.8,I,5.75,5.25,NA
KT-02,2,SALIX,3.5,S,5.25,4.25,NA
KT-02,2,SALIX,4.5,I,5.75,5.25,NA
KT-02,2,SALIX,5.2,I,7,5.75,NA
KT-02,2,ARME,1.8,X,NA,NA,NA
KT-02,2,LIDE3,5,S,4.75,2,NA
KT-02,2,LIDE3,9,C,7.5,2,NA
KT-02,2,SALIX,1.9,S,4,4,NA
KT-02,2,SALIX,1.9,X,NA,NA,NA
KT-02,2,LIDE3,3.7,I,6,5.5,NA
KT-02,2,LIDE3,10.1,C,6.25,1.5,NA
KT-02,2,LIDE3,2.3,S,5,4.5,NA
KT-02,2,SALIX,3.1,C,5.75,4.5,NA
KT-02,2,SALIX,2.8,X,NA,NA,NA
KT-02,2,SALIX,3.8,I,5.25,4.75,NA
KT-02,2,SALIX,4.3,I,6.5,5.5,NA
KT-02,2,SALIX,7.9,C,8,5.58,NA
KT-02,2,SALIX,1.8,X,NA,NA,NA
KT-02,2,LIDE3,3,X,NA,NA,NA
KT-02,2,LIDE3,3.1,X,NA,NA,NA
KT-02,2,SALIX,3.6,S,5,4,NA
KT-02,2,SALIX,2.3,X,NA,NA,NA
KT-02,2,LIDE3,2,S,3.25,2.5,NA
KT-02,2,LIDE3,2.2,S,2.75,2.25,NA
KT-02,2,LIDE3,2.8,I,5,4.5,NA
KT-02,2,SALIX,1.9,X,NA,NA,NA
KT-02,2,SALIX,2.5,D,6.5,4.75,NA
KT-02,2,SALIX,4.9,C,6.75,5.25,NA
KT-02,2,SALIX,6.4,C,7.5,5.5,NA
KT-02,2,SALIX,3.7,I,6.5,5.75,NA
KT-02,2,SALIX,1.8,S,4.25,3.5,NA
KT-02,2,LIDE3,11,C,8.75,2.75,NA
KT-02,2,LIDE3,2.9,S,3.25,2.75,NA
KT-02,2,SALIX,2.8,S,4.25,3.75,NA
KT-02,2,SALIX,2.7,S,4.5,2.5,NA
KT-02,2,LIDE3,1.7,S,2.5,2,NA
KT-02,2,SALIX,1.8,S,4.25,3.5,NA
KT-02,2,LIDE3,9.6,C,11.75,3.5,NA
KT-02,2,LIDE3,9,C,8,3.25,NA
KT-02,2,LIDE3,2.8,X,NA,NA,NA
KT-02,4,LIDE3,8.5,I,6,3.25,NA
KT-02,4,LIDE3,5,I,7,3,NA
KT-02,4,LIDE3,4.5,S,3.25,2,NA
KT-02,4,SALIX,1.6,X,NA,NA,NA
KT-02,4,LIDE3,1.5,X,NA,NA,NA
KT-02,4,LIDE3,1.9,S,1.75,2,NA
KT-02,4,LIDE3,1.9,S,2.75,1.75,NA
KT-02,4,LIDE3,2.2,X,NA,NA,NA
KT-02,4,LIDE3,10.1,C,10.25,2.6,NA
KT-02,4,LIDE3,4.7,I,5.5,2.5,NA
KT-02,4,PSME,7,C,8.5,3.2,NA
KT-02,4,LIDE3,7.8,C,7,2.75,NA
KT-02,4,LIDE3,5.8,C,7,3.5,NA
KT-02,4,LIDE3,3.1,X,NA,NA,NA
KT-02,4,LIDE3,3.3,X,NA,NA,NA
KT-02,4,LIDE3,2.7,S,2.75,2.25,NA
KT-02,4,LIDE3,5.3,I,7,3,NA
KT-02,4,SALIX,1.6,S,4,4,NA
KT-02,4,LIDE3,2.9,S,3,2,NA
KT-02,4,LIDE3,1.8,X,NA,NA,NA
KT-02,4,LIDE3,3.6,I,6.5,3.25,NA
KT-02,4,LIDE3,2.1,X,NA,NA,NA
KT-02,4,LIDE3,4.8,I,6.25,2.75,NA
KT-02,4,LIDE3,3.8,S,5.25,2.25,NA
KT-02,4,LIDE3,2.5,S,3.5,2.75,NA
KT-02,4,LIDE3,2.1,S,2,1.4,NA
KT-02,4,LIDE3,5.8,X,NA,NA,NA
KT-02,4,LIDE3,3.3,X,NA,NA,NA
KT-02,4,LIDE3,1.5,X,NA,NA,NA
KT-02,4,LIDE3,2.8,X,NA,NA,NA
KT-02,4,SALIX,2.2,I,5.5,4,NA
KT-02,4,LIDE3,3.8,I,5.5,3,NA
KT-02,4,LIDE3,2.8,X,NA,NA,NA
KT-02,4,LIDE3,3.5,I,5.75,1.5,NA
KT-02,4,LIDE3,6,C,7.25,3,NA
KT-02,4,LIDE3,5.9,I,7.25,3.5,NA
KT-02,4,LIDE3,3.9,S,3,2.5,NA
KT-02,4,LIDE3,4.2,I,8,2,NA
KT-02,4,LIDE3,2.7,X,NA,NA,NA
KT-02,7,LIDE3,10.2,C,8.25,4.25,NA
KT-02,7,LIDE3,2.6,S,2.75,2.5,NA
KT-02,7,SALIX,2.5,I,6,5.25,NA
KT-02,7,LIDE3,11.5,C,9.25,3,NA
KT-02,7,LIDE3,3.1,S,3.75,3.25,NA
KT-02,7,SALIX,1.8,S,4.5,3.75,NA
KT-02,7,LIDE3,4.7,I,6,1.75,NA
KT-02,7,SALIX,2.9,X,NA,NA,NA
KT-02,7,SALIX,1.6,X,NA,NA,NA
KT-02,7,LIDE3,10.1,C,7.5,4.5,NA
KT-02,7,LIDE3,2.3,S,4,2.5,NA
KT-02,7,SALIX,2.2,X,NA,NA,NA
KT-02,7,SALIX,2,S,5,4.25,NA
KT-02,7,LIDE3,2.7,X,NA,NA,NA
KT-02,7,LIDE3,3.4,S,4,3.5,NA
KT-02,7,LIDE3,2.1,X,NA,NA,NA
KT-02,7,SALIX,2,X,NA,NA,NA
KT-02,7,LIDE3,3.5,X,NA,NA,NA
KT-02,7,LIDE3,1.5,C,9,3.5,NA
KT-02,7,SALIX,3.2,I,6.75,4.75,NA
KT-02,7,LIDE3,3.6,X,NA,NA,NA
KT-02,7,SALIX,2.3,X,NA,NA,NA
KT-02,7,SALIX,2.2,X,NA,NA,NA
KT-02,7,LIDE3,6.9,C,7,4.5,NA
KT-02,7,LIDE3,4.8,C,7.5,2.25,NA
KT-02,7,SALIX,2.6,X,NA,NA,NA
KT-02,7,SALIX,2.1,S,5.1,4,NA
KT-02,7,LIDE3,2.9,X,NA,NA,NA
KT-02,7,LIDE3,5.9,I,6.75,4,NA
KT-02,7,LIDE3,2.6,I,6,3.5,NA
KT-02,7,SALIX,2.4,X,NA,NA,NA
KT-02,7,LIDE3,4.5,S,4.5,2.5,NA
KT-02,7,LIDE3,5.1,S,3,2.5,NA
KT-02,7,SALIX,1.5,X,NA,NA,NA
KT-02,7,LIDE3,2.1,S,3.75,1.5,NA
KT-02,7,SALIX,1.7,X,NA,NA,NA
KT-02,7,SALIX,4.5,I,6.5,5.5,NA
KT-02,7,LIDE3,3.7,S,5,2,NA
KT-02,7,LIDE3,6.3,C,7.25,4.25,NA
KT-02,7,SALIX,2.8,S,4.5,4.25,NA
KT-02,7,LIDE3,2.3,X,NA,NA,NA
KT-02,7,LIDE3,4.5,X,NA,NA,NA
KT-02,7,LIDE3,3.2,S,3.5,2.25,NA
KT-02,7,LIDE3,1.9,X,NA,NA,NA
KT-02,7,LIDE3,7.5,C,8.25,3.5,NA
KT-02,7,LIDE3,3.8,S,4.5,3,NA
KT-02,7,LIDE3,6.8,C,9,4.25,NA
KT-02,7,LIDE3,5,I,8.5,4.25,NA
KT-02,7,LIDE3,5.5,I,7.25,4,NA
KT-02,7,LIDE3,4.7,S,7.25,4,NA
KT-02,7,LIDE3,1.9,S,3.25,2,NA
KT-02,7,LIDE3,1.7,S,3,2,NA
KT-02,7,LIDE3,6.5,I,7.5,4.25,NA
KT-02,7,LIDE3,5.1,I,5.25,3.25,NA
KT-02,7,LIDE3,5.3,I,7.5,4.25,NA
KT-02,7,LIDE3,1.9,S,3.25,2,NA
KT-02,7,LIDE3,8.5,C,8.25,3.5,NA
KT-02,7,LIDE3,10.4,D,9.25,4.75,NA
KT-02,7,LIDE3,3.2,X,NA,NA,NA
KT-02,7,LIDE3,5.8,I,6.75,3.75,NA
KT-02,7,LIDE3,2.6,S,3.25,2.5,NA
KT-02,7,LIDE3,4.5,S,7.25,4.25,NA
KT-02,7,LIDE3,3.5,S,5.25,4.25,NA
KT-02,7,LIDE3,6.3,I,7.75,4.5,NA
KT-02,7,LIDE3,3.8,S,3.5,2.5,NA
KT-02,7,LIDE3,6.4,C,8,4,NA
KT-02,7,LIDE3,2.5,S,3.75,3.25,NA
KT-02,7,LIDE3,3.9,S,5,2.5,NA
KT-02,7,LIDE3,2.8,S,5,4,NA
KT-02,7,LIDE3,2.7,S,4.75,2.5,NA
KT-02,7,LIDE3,2,S,2,1.5,NA
KT-02,7,LIDE3,5.4,S,5.5,3,NA
KT-02,7,LIDE3,6.1,I,6.75,4.5,NA
KT-02,7,LIDE3,6,I,7.75,5.75,NA
KT-02,7,LIDE3,2.3,S,3.5,2.25,NA
KT-02,7,LIDE3,3.8,S,6.75,5.7,NA
KT-02,7,LIDE3,7.1,I,6.75,4,NA
BWC-01,2,NONE,NA,NA,NA,NA,NA
BWC-01,4,NONE,NA,NA,NA,NA,NA
BWC-01,7,NONE,NA,NA,NA,NA,NA
STC-03,2,PSME,8.3,C,5.25,0.75,NA
STC-03,2,QUCH2,3.6,I,3.5,0.75,NA
STC-03,2,ARME,9.1,C,4.5,1,NA
STC-03,2,ARME,6.2,S,3,1.75,NA
STC-03,2,QUCH2,9.1,C,5.75,2,NA
STC-03,2,QUCH2,11,C,6,1.25,NA
STC-03,2,QUCH2,2,S,3,1.5,NA
STC-03,2,QUCH2,4.1,I,4.75,1,NA
STC-03,2,QUCH2,4.6,S,4.25,1.5,NA
STC-03,2,QUCH2,7.2,C,5.5,2.25,NA
STC-03,2,PSME,2.9,S,2.5,0.75,NA
STC-03,2,QUCH2,3.5,S,3.25,3,NA
STC-03,2,ARME,10.7,X,NA,NA,NA
STC-03,2,QUCH2,9.5,C,6,1,NA
STC-03,2,QUCH2,6.5,C,5.25,1.25,NA
STC-03,2,QUCH2,3.4,I,5.25,2,NA
STC-03,2,QUCH2,2.3,S,2.75,2.25,NA
STC-03,2,QUCH2,6.2,C,4.25,2,NA
STC-03,2,QUCH2,3.6,I,3.75,1.5,NA
STC-03,2,QUCH2,2.5,I,3,1,NA
STC-03,2,ARME,10.5,C,4.75,1,NA
STC-03,2,QUCH2,2,S,2.75,1.75,NA
STC-03,2,QUCH2,5.2,I,4.5,1.25,NA
STC-03,2,QUCH2,4.1,I,4,1.75,NA
STC-03,2,QUCH2,4.9,I,3.5,1.5,NA
STC-03,2,QUCH2,7.8,C,6.25,1.75,NA
STC-03,4,QUCH2,8.3,C,4,1.5,NA
STC-03,4,ARME,3.1,S,2.5,1.5,NA
STC-03,4,QUCH2,5.7,I,4.25,2,NA
STC-03,4,PSME,2.3,S,2.25,0.25,NA
STC-03,4,QUCH2,4.7,I,4.25,1.75,NA
STC-03,4,QUCH2,2.5,S,3.25,1.75,NA
STC-03,4,QUCH2,1.9,S,3,1.75,NA
STC-03,4,QUCH2,7.2,C,4.5,2.5,NA
STC-03,4,QUCH2,5.2,C,4.5,1.75,NA
STC-03,4,ARME,11,C,7.25,3.25,NA
STC-03,4,QUCH2,7,D,5,1.5,NA
STC-03,4,QUCH2,4,I,3.75,1.5,NA
STC-03,4,QUCH2,3.4,I,3.75,1.75,NA
STC-03,4,QUCH2,2.1,S,3,1.75,NA
STC-03,4,QUCH2,5.4,C,4.25,2.25,NA
STC-03,4,QUCH2,5.8,C,4.5,1.75,NA
STC-03,4,QUCH2,3.6,S,3.25,2,NA
STC-03,4,QUCH2,4.3,I,3.75,1.5,NA
STC-03,4,QUCH2,3.7,S,3.25,1.75,NA
STC-03,4,QUCH2,3.9,S,3.5,2.5,NA
STC-03,4,QUCH2,5.2,C,4.25,2,NA
STC-03,7,PSME,2,S,1.75,0.25,NA
STC-03,7,QUCH2,2.3,C,2.25,0.5,NA
STC-03,7,PILA,3.5,C,2.75,0.5,NA
STC-03,7,QUCH2,5.5,C,4.5,1,NA
STC-03,7,QUCH2,1.6,I,2.5,0.5,NA
STC-03,7,QUCH2,3.2,I,2.5,0.75,NA
STC-03,7,QUCH2,2.9,D,2.5,0.75,NA
STC-03,7,PILA,3.5,C,2.75,0.5,NA
STC-03,7,QUCH2,6,C,4,1,NA
STC-03,7,QUCH2,3.8,C,3.25,1,NA
STC-03,7,QUCH2,3.7,S,4,1.25,NA
STC-03,7,QUCH2,4,C,3,0.75,NA
STC-03,7,QUCH2,3.1,I,3.25,0.75,NA
STC-03,7,QUCH2,4.4,C,3.25,1,NA
REP-01,7,PIAT,2.6,S,4,1.5,NA
REP-01,7,PIAT,7.7,C,6,2.25,NA
REP-01,7,PSME,3.1,S,3.25,0.75,NA
REP-01,7,PSME,1.7,S,2.5,1.4,NA
REP-01,7,LIDE3,4.3,C,3.75,1.5,NA
REP-01,7,PSME,9.4,C,7,2.5,NA
REP-01,7,LIDE3,6.6,I,4.25,1.75,NA
REP-01,7,PSME,3.7,I,4.25,1.25,NA
REP-01,7,ARME,2.5,S,2.25,1.75,NA
REP-01,7,LIDE3,3,I,3.75,2,NA
REP-01,7,LIDE3,2.9,S,2.5,1.25,NA
REP-01,7,PIAT,10,C,6.5,3,NA
REP-01,7,PIAT,9.4,D,7.25,2.25,NA
REP-01,7,PSME,1.5,S,2.75,1.25,NA
REP-01,7,PSME,2.8,S,3,1.5,NA
REP-01,7,LIDE3,4.5,C,3.75,1.75,NA
REP-01,7,LIDE3,3.6,I,3.5,1.75,NA
REP-01,7,PSME,3.7,I,4.5,1.75,NA
REP-01,7,LIDE3,2.5,S,3.25,2,NA
REP-01,7,PIAT,5.1,C,5.25,3.25,NA
REP-01,7,PSME,3.5,S,3.75,1.5,NA
REP-01,7,PSME,7.8,C,6.5,1.5,NA
REP-01,7,LIDE3,3.3,I,3.25,1.75,NA
REP-01,7,PSME,8.2,D,7.75,2.1,NA
REP-01,7,LIDE3,3.8,C,4,2.25,NA
REP-01,7,LIDE3,7,C,5.25,2.5,NA
REP-01,2,PSME,7.8,D,5.5,2.25,NA
REP-01,2,LIDE3,4.6,I,3.25,2.25,NA
REP-01,2,PSME,4.7,C,6,2,NA
REP-01,2,PSME,3.1,I,4,1.25,NA
REP-01,2,PSME,3.8,I,4.5,1.5,NA
REP-01,2,LIDE3,6.8,D,5.25,2.25,NA
REP-01,2,PIAT,6.1,D,5,1.5,NA
REP-01,2,PSME,3.2,I,3.25,1.75,NA
REP-01,2,PSME,3.4,I,4.25,1.75,NA
REP-01,2,PSME,3.1,C,4,1.5,NA
REP-01,2,PSME,7.1,C,5.5,1.25,NA
REP-01,2,LIDE3,3,I,4.25,2.25,NA
REP-01,2,PSME,4.4,C,4,1.5,NA
REP-01,2,PSME,1.8,S,3.25,1.25,NA
REP-01,2,PSME,7.4,D,6.75,1.5,NA
REP-01,2,PSME,2.9,S,3.5,1.75,NA
REP-01,2,PSME,2.9,I,3.75,1.75,NA
REP-01,2,PSME,7.2,C,5.5,1.5,NA
REP-01,2,LIDE3,3.1,S,4,1.5,NA
REP-01,2,PSME,7.7,D,6.5,1.5,NA
REP-01,2,PSME,1.5,S,2.25,1.5,NA
REP-01,2,PSME,2.2,S,3.25,1.5,NA
REP-01,2,PSME,4.1,D,4.75,1,NA
